code,name_ar,name_en
200989230002,عصير منجة غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Mango juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989230003,عصير منجة غير مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mango juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989230004,عصير منجة غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mango juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989240000,- - - - عصير منجة مركز، غير مضاف إليه سكر أو مواد تحلية أخر,"---- Mango juice, concentrated, not containing added sugar or other sweetening matter."
200989250000,- - - - عصير منجة مركز، مضاف إليه سكر أو مواد تحلية أخر :,"---- Mango juice, concentrated, containing added sugar or other sweetening matter :"
200989250001,عصير منجة مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Mango juice, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989250002,عصير منجة مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5جم/100مل,"Mango juice, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989250003,عصير منجة مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mango juice, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989250004,عصير منجة مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mango juice, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989300000,- - - عصير جوافة:,- - - Guava juice:
200989320000,- - - - عصير جوافة غير مركز، غير مضاف إليه سكر أو مواد تحلية أخر,"- - - - Guava juice, not concentrated, not containing added sugar or other sweetening matter."
200989330000,- - - - عصير جوافة غير مركز، مضاف إليه سكر أو مواد تحلية أخر :,"- - - - Guava juice, not concentrated, containing added sugar or other sweetening matter :"
200989330001,عصير جوافة غير مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Guava juice, not concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989330002,عصير جوافة غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5جم/100مل,"Guava juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989330003,عصير جوافة غير مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Guava juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989330004,عصير جوافة غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Guava juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989340000,- - - - عصير جوافة مركز، غير مضاف إليه سكر أو مواد تحلية أخر,"- - - - Guava juice, concentrated, not containing added sugar or other sweetening matter."
200989350000,- - - - عصير جوافة مركز، مضاف إليه سكر أو مواد تحلية أخر :,"- - - - Guava juice, concentrated, containing added sugar or other sweetening matter :"
200989350001,عصير جوافة مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Guava juice, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989350002,عصير جوافة مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5جم/100مل,"Guava juice, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989350003,عصير جوافة مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Guava juice, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989350004,عصير جوافة مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Guava juice, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989400000,- - - عصير جزر:,- - - Carrot juice:
200989420000,- - - - عصير جزر غير مركز، غير مضاف إليه سكر أو مواد تحلية أخر,"---- Carrots juice, not concentrated, not containing added sugar or other sweetening matter."
200989430000,- - - - عصير جزر غير مركز، مضاف إليه سكر أو مواد تحلية أخر :,"---- Carrots juice, not concentrated, containing added sugar or other sweetening matter :"
200989430001,عصير جزر غير مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Carrot juice, not concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989430002,عصير جزر غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5جم/100مل,"Carrot juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989430003,عصير جزر غير مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Carrot juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989430004,عصير جزر غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Carrot juice, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989440000,- - - - عصير جزر مركز، غير مضاف إليه سكر أو مواد تحلية أخر,"---- Carrots juice, concentrated, not containing added sugar or other sweetening matter."
200989450000,- - - - عصير جزر مركز، مضاف إليه سكر أو مواد تحلية أخر :,"---- Carrots juice, concentrated, containing added sugar or other sweetening matter :"
200989450001,عصير جزر مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Carrot juice, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989450002,عصير جزر مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Carrot juice, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989450003,عصير جزر مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Carrot juice, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989450004,عصير جزر مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Carrot juice, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989500000,- - - عصير جوز الهند غير مضاف إليه سكر أو مواد تحليه أخر,- - - Coconut juice not contain added sugar or other sweeteners
200989600000,- - - عصير الرمان غير مضاف إليه سكر أو مواد تحليه أخر,- - - Pomegranate juices not contain added sugar or other sweeteners
200989700000,- - - دبس الرمان غير مضاف إليه سكر أو مواد تحليه أخر,- - - Pomegranate molasses not contain added sugar or other sweeteners
200989900000,- - - غيره:,- - - Other:
200989910000,- - - - غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مضاف إليه سكر أو مواد تحلية أخر :,"- - - - Other juice of any other fruit or vegetable, not containing added sugar or other sweetening matter :"
200989910002,غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مركز غير مضاف إليه سكر أو مواد تحلية أخر,"Other juice of any other type of fruit or vegetable,not concentrated ,not containing added sugar or other sweetening matter"
200989910003,غيره من عصير أي صنف أخر من الفواكه أو الخضر مركز غير مضاف إليه سكر أو مواد تحلية أخر,"Other juice of any other type of fruit or vegetable, concentrated ,not containing added sugar or other sweetening matter"
200989920000,- - - - غيره من عصير أي صنف أخر من الفواكه أو الخضر مضاف إليه سكر أو مواد تحلية أخر :,"- - - - Other juice of any other fruit or vegetable, containing added sugar or other sweetening matter :"
200989920003,غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Other juice of any other fruit or vegetable, not concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989920004,غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Other juice of any other fruit or vegetable, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989920005,غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Other juice of any other fruit or vegetable, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989920006,غيره من عصير أي صنف أخر من الفواكه أو الخضر غير مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Other juice of any other fruit or vegetable, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200989920007,غيره من عصير أي صنف أخر من الفواكه أو الخضر مركز مضاف إليه محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Other juice of any other fruit or vegetable, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200989920008,غيره من عصير أي صنف أخر من الفواكه أو الخضر مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Other juice of any other fruit or vegetable, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200989920009,غيره من عصير أي صنف أخر من الفواكه أو الخضر مركز مضاف إليه سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Other juice of any other fruit or vegetable, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200989920010,غيره من عصير أي صنف أخر من الفواكه أو الخضر مركز مضاف إليه سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Other juice of any other fruit or vegetable, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200990000000,- مخاليط عصائر :,- Mixtures of juices :
200990200000,- - - مخاليط عصائر غير مركزة، غير مضاف إليها سكر أو مواد تحلية أخر :,"- - - Mixtures of juices, not concentrated, not containing added sugar or other sweetening matter :"
200990210000,- - - - مخاليط عصائر فواكه غير مركزة غير مضاف إليها سكر أو مواد تحلية أخر,"- - - - Mixtures of fruit juices, not concentrated, not containing added sugar or other sweetening matter."
200990220000,- - - - مخاليط عصائر خضر غير مركزة غير مضاف إليها سكر أو مواد تحلية أخر,"- - - - Mixtures of vegetables juices, not concentrated, not containing added sugar or other sweetening matter."
200990300000,- - - مخاليط عصائر غير مركزة، مضاف إليها سكر أو مواد تحلية أخر :,"- - - Mixtures of juices, not concentrated, containing added sugar or other sweetening matter :"
200990310000,- - - - مخاليط عصائر فواكه غير مركزة مضاف إليها سكر أو مواد تحلية أخر :,"- - - - Mixtures of fruit juices, not concentrated, containing added sugar or other sweetening matter :"
200990310001,مخاليط عصائر فواكه غير مركزة مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Mixtures of fruit juices, not concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200990310002,مخاليط عصائر فواكه غير مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Mixtures of fruit juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200990310003,مخاليط عصائر فواكه غير مركزة مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mixtures of fruit juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200990310004,مخاليط عصائر فواكه غير مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mixtures of fruit juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200990320000,- - - - مخاليط عصائر خضر غير مركزة مضاف إليها سكر أو مواد تحلية أخر :,"- - - - Mixtures of vegetables juices, not concentrated, containing added sugar or other sweetening matter :"
200990320001,مخاليط عصائر خضر غير مركزة مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Mixtures of vegetables juices, not concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200990320002,مخاليط عصائر خضر غير مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Mixtures of vegetables juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200990320003,مخاليط عصائر خضر غير مركزة مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mixtures of vegetables juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200990320004,مخاليط عصائر خضر غير مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mixtures of vegetables juices, not concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200990400000,- - - مخاليط عصائر مركزة، غير مضاف إليها سكر أو مواد تحلية أخر :,"- - - Mixtures of juices, concentrated, not containing added sugar or other sweetening matter :"
200990410000,- - - - مخاليط عصائر فواكه مركزة غير مضاف إليها سكر أو مواد تحلية أخر,"- - - - Mixtures of fruit juices, concentrated, not containing added sugar or other sweetening matter"
200990420000,- - - - مخاليط عصائر خضر مركزة غير مضاف إليها سكر أو مواد تحلية أخر,"- - - - Mixtures of vegetables juices, concentrated, not containing added sugar or other sweetening matter"
200990500000,- - - مخاليط عصائر مركزة، مضاف إليها سكر أو مواد تحلية أخر :,"- - - Mixtures of juices, concentrated, containing added sugar or other sweetening matter :"
200990510000,- - - - مخاليط عصائر فواكه مركزة مضاف إليها سكر أو مواد تحلية أخر :,"- - - - Mixtures of fruit juices, concentrated, containing added sugar or other sweetening matter :"
200990510001,مخاليط عصائر فواكه مركزة مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Mixtures of fruit juices, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200990510002,مخاليط عصائر فواكه مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Mixtures of fruit juices, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200990510003,مخاليط عصائر فواكه مركزة مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mixtures of fruit juices, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200990510004,مخاليط عصائر فواكه مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mixtures of fruit juices, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
200990520000,- - - - مخاليط عصائر خضر مركزة مضاف إليها سكر أو مواد تحلية أخر :,"- - - - Mixtures of vegetables juices, concentrated, containing added sugar or other sweetening matter :"
200990520001,مخاليط عصائر خضر مركزة مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Mixtures of vegetables juices, concentrated, containing added artificial sweeteners and without added sugar or other sweeteners"
200990520002,مخاليط عصائر خضر مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Mixtures of vegetables juices, concentrated, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
200990520003,مخاليط عصائر خضر مركزة مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Mixtures of vegetables juices, concentrated, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
200990520004,مخاليط عصائر خضر مركزة مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Mixtures of vegetables juices, concentrated, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
210100000000,خلاصات وأرواح ومركزات بن أو شاي أو مته ومحضرات أساسها هذه المنتجات أو أساسها البن أو الشاي أو المته؛ هندباء(شكوريا) محمصة و غيرها من أبدال البن المحمصة وأرواحها وخلاصاتها ومركزاتها.,"Extracts, essences and concentrates, of coffee, tea or mate and preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof."
210110000000,- خلاصات وأرواح ومركزات بن ومحضرات أساسها هذه الخلاصات أو الأرواح أو المركزات أو أساسها البن:,"- Extracts, essences and concentrates, of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee:"
210111000000,- - خلاصات أو أرواح أو مركزات :,"- - Extracts, essences and concentrates :"
210111000001,خلاصات بن,Extracts of coffee
210111000002,ارواح البن,Essences of coffee
210111000003,مركزات بن,"Concentrates, of coffee"
210112000000,- - محضرات أساسها خلاصات أو أرواح أو مركزات أساسها البن:,"- - Preparations with a basis of extracts, essences or concentrates or with a basis of coffee:"
210112100000,- - - محضرات سريعة الذوبان ( مثل نسكافيه ، يوبان ، ماكسويل ....الخ):,"- - - Instant coffee (Nescafe, yuban, maxweell, etc):"
210112110000,- - - - محضرات سريعة الذوبان مضاف إليها سكر أو مواد تحلية اخر :,- - - - Instant preparations containing added sugar or other sweetening matter :
210112110001,محضرات سريعة الذوبان مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Instant preparations, containing added artificial sweeteners, without added sugar or other sweeteners"
210112110002,محضرات سريعة الذوبان مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Instant preparations, containing added sugar or non-artificial sweeteners in an amount of less than 5 g/100 ml"
210112110003,محضرات سريعة الذوبان مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Instant preparations, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99 g/100 ml"
210112110004,محضرات سريعة الذوبان مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Instant preparations, containing added sugar or non-artificial sweeteners in an amount equal to or greater than 8 g/100 ml"
210112190000,- - - - غيرها,- - - - Other
210112200000,- - - على شكل عجينة بن :,- - - Coffee paste :
210112200001,خلاصات على شكل عجينة بن,"Extracts, in forms of coffee dough"
210112200002,ارواح على شكل عجينة بن,"Essences, in forms of coffee  dough"
210112200003,مركزات على شكل عجينة بن,"Concentrates, in forms of coffee  dough"
210112900000,- - - غيرها,- - - Other
210120000000,- خلاصات وأرواح ومركزات شاي أو مته ومحضرات أساسها هذه الخلاصات والارواح أو المركزات أو أساسها الشاي أو المته :,"- Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate:"
210120100000,- - - محضرات أساسها الشاي :,- - - Tea-based preparations :
210120100001,خلاصات أساسها الشاي,Extracts with a basis of tea
210120100002,أرواح أساسها الشاي,Essences with a basis of tea
210120100004,محضرات شاي مكونة من خليط الشاي ومسحوق الحليب مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Tea preparations made of a mixture of tea and milk powder, containing added artificial sweeteners, without added sugar or other sweeteners"
210120100005,محضرات شاي مكونة من خليط الشاي ومسحوق الحليب مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Tea preparations made of a mixture of tea and milk powder, containing added sugar or non-artificial sweeteners in an amount of less than 5 g/100 ml"
210120100006,محضرات شاي مكونة من خليط الشاي ومسحوق الحليب مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Tea preparations made of a mixture of tea and milk powder, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99 g/100 ml"
210120100007,محضرات شاي مكونة من خليط الشاي ومسحوق الحليب مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Tea preparations made of a mixture of tea and milk powder, containing added sugar or non-artificial sweeteners in an amount equal to or greater than 8 g/100 ml"
210120109999,محضرات أو مركزات أخر أساسها الشاي,Tea-based preparations and concentrates
210120900000,ـ ـ ـ غيرهـــا,- - - Other
210120910000,- - - - خلاصات وأرواح أو مركزات المته,"- - - - extracts, essences and concentrates, of mate"
210120920000,- - - - محضرات أساسها خلاصات أو أرواح أو مركزات المته,"- - - - preparations with a basis of these extracts, essences or concentrates or with a basis of mate"
210130000000,- هندباء (شكوريا) محمصة و غيرها من ابدال البن المحمصة، وخلاصاتها وأرواحها ،ومركزاتها:,"- Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof:"
210130100000,- - - هندباء (شكوريا) محمصة وغيرها من أبدال البن المحمصة :,- - - Roasted chicory and other roasted coffee substitutes :
210130100005,هندباء (شكوريا ) أبدال بن محمصة,"Rosted chicory, roasted coffee substitutes"
210130100006,الشعير الناشط المحمص المهيأ بشكل واضح لاستعماله كبديل للبن,Roasted active barley clearly adapted for use as a coffee substitute
210130109999,أبدال أخر للبن المحمص من أنواع أخرى,Other roasted coffee substitutes
210130200000,- - - خلاصات هندباء (شكوريا) او غيرها من أبدال البن ومركزاتها وارواحها :,"- - - Chicory extracts or other coffee substitutes,and extracts,essences and cocentrates thereof :"
210130200001,خلاصات هندباء محمصه,Extracts of roasted chicory
210130200002,ارواح هندباء محمصه,Essences of roasted chicory
210130200003,مركزات هندباء محمصه,Concentrates of roasted chicory
210200000000,خمائر (حية (فعالة) او ميته (غير فعالة) ؛ جراثيم أخر أحادية الخلية ، ميته (عدا اللقاحات الداخلة في البند 30.02) ؛ مساحيق محضرة للتخمير.,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading No 30.02) ; prepared baking powders."
210210000000,- خمائر حية (فعالة),- Active yeasts
210220000000,- خمائر ميته (غير فعالة)؛ جراثيم أخر احادية الخلية، ميته :,"- Inactive yeasts; other single-cell micro-organisms, dead:"
210220100000,- - - خمائر ميته (غير فعالة) للاستهلاك البشري,- - - Inactive yeasts for human cosumption
210220200000,- - - خمائر ميتة (غير فعالة) وجراثيم أخر أحادية الخلية تستعمل كغذاء للحيوانات,"- - - Inactive yeasts and other single-cell micro-organisms, dead, used as food for animals"
210220900000,- - - غيرها,- - - Other
210230000000,- مساحيق محضرة للتخمير:,- Prepared baking powders:
210230100000,- - - بيكنج بودر,- - - Baking powder
210230200000,- - - خميرة الألزاس,- - - Yeast alsace
210230900000,- - - غيرها من مساحيق أخر محضرة للتخمير,- - - Other Prepared baking powders
210300000000,صلصات ومحضرات للصلصات ؛ توابل مخلوطة وبهارات مخلوطة؛ دقيق وسميد خردل وخردل محضر.,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard.
210310000000,- صلصة الصويا,- Soya sauce
210320000000,"- صلصة طماطم (بندوره) مسماه ""كتشب"" وصلصات طماطم أخر :",- Tomato ketchup and other tomato sauces :
210320000001,"صلصة طماطم (بندوره) مسماه ""كتشب""",Tomato sauces “Ketchup”
210320000002,"صلصة طماطم (بندورة) مسماة ""كتشب"" بالفلفل",Tomato sauces “Ketchup” with pepper
210320000003,صلصات طماطم آخر,Other tomato sauces
210330000000,- دقيق وسميد خردل وخردل محضر :,- Mustard flour and meal and prepared mustard:
210330100000,- - - دقيق وسميد خردل,- - - Mustard flour
210330200000,- - - خردل محضر,- - - Prepared mustard
210390000000,- غيرها :,- Other:
210390100000,- - - مايونيز :,- - - Mayonnaise :
210390100001,مايونيز,Mayonnaise
210390100002,مايونيز بالفلفل,Mayonnaise with pepper
210390100003,مايونيز بالثوم,Mayonnaise with garlic
210390109999,غيرها من مايونيز منكه أخر,"Other mayonnaise, flavored"
210390200000,- - - صلصلة حارة,- - - Chili sauce
210390300000,- - - ملح الكرفس,- - - Celery salt
210390900000,- - - غيرها,- - - Other
210400000000,حساء ومرق ومحضرات إعدادها ؛ محضرات غذائية مركبة متجانسة .,Soups and broths and preparations therefor; homogenised composite food preparations.
210410000000,- حساء ومرق ومحضرات إعدادها,- Soups and broths and preparations therefor
210420000000,- محضرات غذائية مركبة متجانسة,- Homogenised composite food preparations
210500000000,مثلجات (آيسكريم) صالحة للأكل ، وإن احتوت على كاكاو.,"Ice cream and other edible ice, whether or not containing cocoa."
210500100000,مثلجات (آيسكريم) محتوية على كاكاو صالحة للأكل,Ice cream containing cocoa.
210500900000,مثلجات (آيسكريم) أخر صالحة للأكل,Other edible ice cream
210600000000,محضرات غذائية غير مذكورة ولا داخلة في مكان آخر.,Food preparations not elsewhere specified or included.
210610000000,- مركزات بروتين ومواد بروتينية معدلة البنية,- Protein concentrates and textured protein substances
210690000000,- غيرها:,- Other:
210690100000,- - - مساحيق لصنع قشدة المائدة (كريمة),- - - Powder for making table cream
210690200000,- - - مساحيق لصنع هلام المائدة (جيلي),- - - Powder for making table jelly
210690300000,- - - مساحيق لصنع الآيسكريم,- - - Powder for making ice cream
210690500000,- - - محضرات أساسها الزبدة أو الدهون أو الزيوت الأخر المشتقة من اللبن والتي تستعمل في منتجات المخابز مثلاً :,"- - - Preparations based on butter or other fats or oils derived from milk used, for example, for baker's wares:"
210690500001,محضرات أساسها الزبدة,Preparations based on butter
210690500002,محضرات أساسها الدهون,Preparations based on fats
210690500003,محضرات أساسها الزيوت,Preparations based on oil
210690509999,غيرها,Other
210690600000,- - - عجائن أساسها السكر ومحتوية على دهن مضاف ولبن أو مكسرات وغير صالحة للاستهلاك مباشرة كمصنوعات سكرية ولكنها تستعمل كحشوة . . الخ ( للشوكلاته، للبسكويت الفاخر، للفطائر، للكعك، .. الخ),"- - - Pastes based on sugar, containing added fat, milk or nuts, not suitable for direct consumption as confectionery,but used as fillings, .etc, (for chocolates, fancy biscuits, pies, cakes,.etc.)"
210690700000,- - - أنواع السكاكر والأقراص الصمغية وما يماثلها المحتوية على تحلية تركيبية بدل من السكر مما يستعمل لمصابين بمرض السكر,"- - - Sugars, gum tablets and the like, containing synthetic sweetening matter ( e.g., sorbitol) for diabetics."
210690800000,- - - سكارين ، مائع أو أقراص للتحلية التركيبية :,"- - - Saccharin, in liquid or tablet forms, for sweetening :"
210690800001,سكارين تجاري مائع,"Commercial Saccharin, liquid"
210690800002,سكارين تجاري أقراص,"Commercial Saccharin, tablets"
210690900000,- - - غيرها:,- - - Other:
210690910000,- - - - الاقراص الصالحة للأكل التي اساسها عطور طبيعية أو اصطناعية (مثل الفانيلين) :,- - - - Edible tablets with a basis of natural or artificial perfumes (e.g. vanillin) :
210690910001,الأقراص الصالحة للأكل التي أساسها عطور طبيعية,"Edible tablets, based on natural scents"
210690910002,الأقراص الصالحة للأكل التي أساسها عطور اصطناعية,"Edible tablets, based on artificial scents"
210690920000,- - - - محضرات لصناعة الليمونادة أو غيرها من المشروبات مضاف اليها سكر أو مواد تحلية آخر :,- - - - Preparations for making lemonades or other beverages containing added sugar orother sweetening matter :
210690920001,محضرات لصناعة المشروبات التي تحتوي على مواد منبهة (الطاقة) وإن كانت غازية.,"Preparations for beverages industry, containing stimuli components (power), whether or not aerated waters"
210690920004,محضرات لصناعة الليمونادة أو غيرها من المشروبات مضاف إليها محليات صناعية وبدون سكر مضاف أو محليات أخرى,"Preparations for making lemonades or other beverages, containing added artificial sweeteners and without added sugar or other sweeteners"
210690920005,محضرات لصناعة الليمونادة أو غيرها من المشروبات مضاف إليها سكر أو محليات غير صناعية بنسبة أقل من 5 جم/100مل,"Preparations for making lemonades or other beverages, containing added sugar or non-artificial sweeteners in an amount less than 5g/100ml"
210690920006,محضرات لصناعة الليمونادة أو غيرها من المشروبات مضاف إليها سكر مضاف أو محليات غير صناعية بنسبة من 5 إلى 7.99جم/100مل,"Preparations for making lemonades or other beverages, containing added sugar or non-artificial sweeteners in an amount from 5 to 7.99g/100ml"
210690920007,محضرات لصناعة الليمونادة أو غيرها من المشروبات مضاف إليها سكر أو محليات غير صناعية بنسبة أكبر من أو يساوي 8 جم/100مل,"Preparations for making lemonades or other beverages, containing added sugar or non-artificial sweeteners in an amount greater than or equal to 8g/100ml"
